SMILES,Solved_with_AiZynthFinder
CC1=C([N+](=O)[O-])C(NCC2=CC=CC=N2)=NC(NCC2=NC(C3=CC=C(Cl)C=C3)=NO2)=N1,True
COC1=CC=C(CC2CCCN2C2=NC=NC(NC3=CC(Cl)=CC=C3C(C)(C)C)=C2Cl)C=C1,True
O=C(NC1=CC(SC2=CC=CC=C2)=CC=C1[N+](=O)[O-])[C@H]1C[C@H](O)CN1C1=NC=CC(F)=C1,True
C=CCN(C1=NC=CC([N+](=O)[O-])=C1)C1=NC(C(=O)N2CCC[C@H]2C2=CC=CC(OC)=C2)=CS1,True
COC1=C(C)C(NC2=NC(NCCCC3=CN(C)N=C3)=C3C(F)=CC=CC3=N2)=CC=C1,True
CC1=C([N+](=O)[O-])C(N(C)C(C)C2=CC=CO2)=NC(NC2=CC=C(C3=NN=C(C4=CC=CO4)O3)C=C2)=N1,True
COC(=O)C1=CC(CNC2=NC(NCC3=CC=CC4=CC=CN=C34)=C3C(=N2)C=CN3C)=NN1C,True
COC1=CC=C(CN(CC(=O)N2CCN(C3=NC4=CC=CC=C4C=C3)CC2)C2=CC=CC(C)=N2)C=C1,True
COCCO[C@H]1CC[C@H](NC(=O)[C@H]2C[C@@H](O)CN2C2=NC(OC)=NC=N2)CC1,True
CC[C@@H](NC(=O)[C@@H]1CC[C@H](O)CN1C1=NC(C2=CC=NC=C2)=NC(C(F)(F)F)=C1)C1=CC=CC=C1,True
COC1=C(OC)C=C(C(C)NC2=NC(NC3=CC=C(C(F)(F)F)C(C)=C3)=NC(C)=C2F)C(C)=C1,True
CC1=C(N(CCC(=O)NC2=NC=CC(C3=CC=CC=N3)=N2)C2CCS(=O)(=O)C2)C=CN=C1,True
C1=CC=C2C(CCNC3=NC(NCC4=CC5=NON=C5C=C4)=NC4=CC=CC=C34)=CC=CC2=C1,True
COC(=O)[C@@H](C)N(C)C1=NC(NCC2=CC=CN2C)=CC(C2=CC=C(OC)C=C2)=N1,True
COC1=C(OC)C=C(NC2=NC(NCC3=CSC(C)=N3)=C3OC=CC3=N2)C(C)=C1,True
COC1=CC=C(CCN(CC2=CC=CC(F)=C2)C2=NC(N3CCC(C4=CC=CC=C4OC)CC3)=C3C=CC=C(Cl)C3=N2)C=C1OC,True
NC1=C(N2CC[C@@H]2C(=O)NCC(O)C2=CC3=CC=CC=C3C=C2)N=CC=C1C(F)(F)F,True
CCOC(=O)CCCC1CCN(C2=NC(N3CCC(S(=O)(=O)C4=CC=C(Br)C=C4)CC3)=C3C=C([N+](=O)[O-])C=CC3=N2)CC1,True
CCC(C)OC1=CC=C(CNC2=NC(NCCN3C=CC=N3)=C3C=CC=C(C)C3=N2)C=C1,True
COC(=O)[C@@H](CC1=CC=CC=C1)NC1=C2N=CN(CC3=CC=CC=C3)C2=NC(NC2=CC=C(OCC3=NC=CN3C)C=C2)=N1,True
CCN(CC1=CC=C(Br)C=C1)C1=NC(N2CCCC2C2=CC=C(Cl)C=C2Cl)=NC2=NC=CC=C12,True
C[C@@H](C(=O)N1CCN(C/C=C/C2=CC=CC=C2)CC1)N(C1=NC=C(CO)N=C1)C1CCCCC1,True
COC1=CC(CN(C)C2=NC(C(C)C)=NC(N3CCC4(CCCC4)CC3)=C2)=CC=C1SC,True
COCCN(CC1=C(Br)C=CS1)C1=NC(NC2=CC=CC(OCC3=CC=CN=C3)=C2)=NC=C1F,True
CCCCOCCNC1=C(CC)C(N[C@H](C)C2=CC=CC=C2OCC)=NC=N1,True
CC1=CC=CC=C1C1=NOC(C(C)NC2=C3CCCC3=NC(NCC3=CC=NN3C3=CC=CC=C3)=N2)=N1,True
CCCCN(C1=NC(NC2COC3=CC=C(Cl)C=C32)=NC=C1C1CC1)C1CCCC1,True
CCC(NC1=NC=C(F)C(NC(CC2CC2)C2=CC(F)=CC(Br)=C2)=N1)C1=CC=CN=C1,True
COC1=CC=NC(CNC2=CC(NC(C)C3=NC(CC(C)C)=NO3)=NC(C(C)C)=N2)=C1,True
O=S1(=O)CCC2=NC(N3CCC(OC4=CC=C(Cl)C=N4)CC3)=NC(NCC3=CC=CC(OCC(F)(F)F)=C3)=C21,True
CC1=CC=CC=C1C(C)NC1=NC(NCC2=CC=CC(C)=C2C)=C2N=CN(C(C)C)C2=N1,True
CSC1=NC(N2CCCC(C(=O)N3CCC(CN4C=CN=C4)CC3)C2)=C2C=NNC2=N1,True
C=CCCN(CCOC)C(=O)C1=CSC(N(CC)C2=CC=C(C#N)C=N2)=N1,True
CCN(CCC1=CC=CS1)C1=NC(N(CC2=CC=CC=C2)CC2=CC=CC=C2F)=C2C=CC(Br)=C(F)C2=N1,True
CCOC(=O)C1CC(NC2=NC(NC3=CC=CC(C4=CSC=C4)=C3)=NC3=CC([N+](=O)[O-])=CC=C23)C1,True
CC1=CC(NC2=NC(N(CC3=CC=CN=C3)C3CCS(=O)(=O)C3)=C3N=C(C)N(C(C)C)C3=N2)=CC=C1OC1=CC2=NC=NN2C=C1,True
CC(C)C1=NC(CCNC2=NC3=C(Br)C=NN3C(NC3=CC(Br)=C(F)C=C3Br)=C2)=CS1,True
CCCCCCCCCCCCCCCCOC1=CC=C(NC2=C(CC)C(NC3=CC=C(CS(=O)(=O)C4=CC=C(C)C=C4)C=C3)=NC=N2)C=C1,True
CCCN1CCC(N(C)C(=O)[C@H]2COCCN2C2=NC=NC(CC)=C2)CC1,True
CC1=CSC(CNC2=NC(NCC3=NC(C4=CC=CC=C4C)=NO3)=C3C=CC=C(Cl)C3=N2)=N1,True
CCOC(=O)[C@@H](CCSC)NC1=C2C=CC=C(Br)C2=NC(N2CCC3=CC=CC(Cl)=C3C2)=N1,True
CC1=CC(C(F)(F)F)=C(NC(=O)C2SCCCN2C2=CC=C([N+](=O)[O-])C(C#N)=N2)N=N1,True
CC1=CC=C(N(C(=O)[C@H](C(C)C)N(C)C2=CC=NC3=C2C=C(F)C=C3F)C2=NC=CC=N2)C=C1,False
CC1=CC=C(CNC(=O)C(C)N(C2=CC=CC=C2)C2=C(N)C=NNC2=O)C(Cl)=C1,False
COC1=CC=CC=C1[C@H](C)NC1=NC(NC2=CC=CC(CSCC3=CC=CC=C3)=C2)=NC2=CC(Cl)=CC=C12,True
CC1=CC(N2CCCC(C(=O)NC3=CC=C4N=CN(CC5=CC=CC=C5)C(=O)C4=C3)CC2)=NC(C)=C1,True
CC1=NC(N2C[C@@H](OC(C)(C)C)C[C@@H]2C(=O)N2CCCC(C(=O)N(C)C)C2)=NC(C#N)=C1,False
C=CC[C@H]1CC=C[C@H](CCCC)N1C1=NC(NCCOC2=CC=CC(C(F)(F)F)=C2)=NC2=CC=CC(Cl)=C12,False
CCN(CC1=CC=C(OC)C=C1OC)C1=NC(N(CC2=CC=CC=C2)C(C)CC2=CC=CC=C2OC)=C2C=CC(F)=C(C)C2=N1,True
COCCN(CCSC1=CC=C(Cl)C=C1)C1=CC(C2=CC=CC=C2)=NC(N(C)CC2=NOC(C3CCCC3)=N2)=N1,True
CC1=CSC2=NC(NC3=CC=C(OC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C=C3)=NC(N[C@H](C)C3=CC=CC=C3F)=C12,True
CCOCC1=CC=C(N2CC(OC3=CC=C(C(=O)NC4=CC=C(C)C=C4OC(F)F)C=C3)C2)N=C1,True
CCOC(=O)C(CC1=CC=CC(F)=C1)NC1=C2C=NN(CC)C2=NC(N(C)CC2=C(C)N(C3=CC=CC=C3)N=C2C)=N1,True
COC1=C(N(CCC(=O)NC2=NN3C(Cl)=CC(Cl)=CC3=N2)CC(C)C)N=CN=C1,True
CCOC(=S)SCC1=CC=CN=C1N1CCC[C@H]1C(=O)N[C@H](C)C1=CC=C(Cl)C=C1C,True
COC1=CC=CC=C1N(C)C(=O)CN(C)C1=NC=NC2=CC(C)=CC=C12,True
COC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC1=NC(NC2=CC=C(Br)C=C2)=NC=C1C#N,True
CCN(CC1=CC=CC=C1F)C(=O)CCCC1CCCCN1C1=NC=NC(OCC(F)(F)F)=C1,True
CC1=NC(NC2=CC=C(CC3=CC=CC=N3)C=C2)=C(C)C(NCCC2=NC3=C(CCC3)S2)=N1,True
CCN(CCC1=CC=CC=C1)C1=C(Cl)C(NC(C)C2=NC3=CC=CC=C3N2CC)=NC=N1,True
COC1=NC(OC)=NC(N2CC=C[C@H]2C(=O)NCC(O)COC2=CC=CC=C2)=N1,True
CCC1=CN=C(NC2=CC=CC(C3=CC=C(F)C=C3)=C2)N=C1N(CC1=CC(OC)=CC=C1OC)C(C)COC,True
CCN(CCOC1=CC(C)=CC=C1C)C1=NC(NC(C)C2=NC=NN2C)=NC2=CC=C([N+](=O)[O-])C=C12,True
CCCOC(=O)CCNC1=CC(N2C3CCC2COC3)=NC2=CC(C)=NN12,True
CCCC[Sn](CCCC)(CCCC)CSCCNC1=NC(NC2=CC=C3C=C([N+](=O)[O-])C=CC3=C2)=NC=C1Cl,True
CCOC(=O)C1=NC(N2CCC[C@@H](C(=O)N(C)C3=CC=C(Cl)N=C3)C2)=C([N+](=O)[O-])C=C1,True
CCCCCCCCCCCCCCCCOC1=CC=C(NC2=NC(N3CCCC3C3=CC=CO3)=C3C=CC=CC3=N2)C=C1,True
CC1=NC(NC2=CC=CC(C(Cl)=C(Cl)Cl)=C2)=C(F)C(NC(C)CC2=CC=C(C(F)(F)F)C=C2)=N1,True
CCCCN(CC1=CC=C(Cl)C=C1)C1=NC(N(C)CC2=CC(Br)=CC=C2Cl)=C2C=CC(F)=C(C)C2=N1,True
CC1=NC2=C(NCCC3=NC4=CC=CC=C4N3C(C)C)N=C(NC3=CC=CC(C4=NN(C)C=C4)=C3)N=C2N1C(C)C,True
COC(=O)C1=C(CNC2=NC(N(C)CC3=CC=C4OCCOC4=C3)=C3C=C(OC)C(OC)=CC3=N2)OC=C1,True
CCOC(=O)C1=CN=C(N2CC3=C(C=CC=C3)C(C(=O)NC3(C)CC3(F)F)C2)N=C1C(F)(F)F,True
CCC1=NN(C2=CC=CC=C2)C(NC(=O)C2CCC(C)N(C3=NC(C4CC4)=CC=C3C#N)C2)=C1C,True
CCCN(C/C=C/C1=CC=CC=C1)C1=NC(N(CC2=CC=CC=C2)CC2=CC=C(Cl)C=C2)=NC2=CC=C(OCC)C=C12,True
CC(C)=CCC/C(C)=C/CNC1=C2C=C(Cl)C(Br)=CC2=NC(NCC2=CC(Br)=CC(Br)=C2)=N1,True
CC1=CC=C(OCCNC2=NC(NCC3=NOC(C4CCCC4)=N3)=NC3=CC=C([N+](=O)[O-])C=C23)C=C1,True
CC1=CC=C(CN(CC2=CC=C(C)S2)C2=NC(N(C3CCCCC3)C3CC3)=C3C=C(Br)C=CC3=N2)C=C1,True
O=C(CN(C1=NC=C(OC(F)F)C=N1)C1=NC=NC2=CC=CC=C12)N1CC2(COC2)C1,True
CC1=CN=C(N(CCC(=O)NC2=CC(C(C)C)=NN2C2=CC=CC=C2)C2=CC=CC=C2C)C(N)=C1,False
CCC(C(=O)NC1=C(C(F)(F)F)C=CC=C1C)N1CCN(C2=C([N+](=O)[O-])C(C)=NC=C2)CC1,True
CC(C)(C)N(CC1=CC=C(Br)C=C1)C(=O)C1CSCN1C1=C(F)C=NC=C1F,True
COC1=CC=C(CNC(=O)CC2C3=CC=CC=C3CCN2C2=NC=NC3=C2C=CC=C3C)C=N1,True
CCOC(=O)C1=CN=C(N2CCC(CC(=O)N3CCC(C4=CC=CC(Cl)=C4)C3)CC2)N=C1,True
CCN(CC(F)(F)F)C(=O)C1=C(N(C2=NC(C)=NC(OC)=C2)C2=CC=CC(C)=C2C)N=CC=C1,False
C=CCN(C1=NC(NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2C)=NC=C1C#N)C(C)C1=CC=CC=C1,True
CN(CC1=CC=C([N+](=O)[O-])C=C1)C1=NC(NC2=CC=C(C(C)(C)C)C=C2I)=NC2=CC(C(F)(F)F)=CC=C12,True
CC1=CC=C(F)C=C1[C@H](C)NC1=NC(NC2COC3=CC(F)=CC=C32)=C2C=CC=C(F)C2=N1,True
CCOC(=O)CCCCNC1=C2C(=NC(N(C)CC3=CC=CC(OC4=CC=CC=C4)=C3)=N1)CCS2(=O)=O,True
COC(=O)C1CCN1C1=NC(NC2=CC=C(C3=CC=CC(C(F)(F)F)=C3)C=C2)=NC2=CC=C(Cl)C=C12,True
CC1=CC(N2C(C(=O)N(CCO)C3=CC=C4OCOC4=C3)CC3CCCCC32)=NC(C)=N1,True
CC[C@H](C(=O)OC)N(C1=C2CCCC2=NC(N(CC2=CC=CC=C2)CC2=CC=CO2)=N1)C(C)C,True
COC1=CC(OC)=C(OC)C=C1CN(C1=NC2=C(Br)C=NN2C(NC2=CC=C([N+](=O)[O-])C(OC)=C2)=C1)C1CCCC1,True
CCC1=CC(NC2=NC(NCC3=NN=C(C4=CC=CC=C4)O3)=C3C=CC(Cl)=NC3=N2)=CC=C1C(=O)OC,True
C[C@H](NC(=O)[C@@H]1CCCN1C1=NC(NCCO)=C(F)C=N1)C(=O)NCC1=CC=C(F)C(Cl)=C1,True
COC(=O)CC(NC1=C2C=CSC2=NC(NC2=CC=C3OCCOCCOCCOCCOC3=C2)=N1)C1=CC(OC)=CC(OC)=C1,True
COC(=O)C1=CN=C(N2CCN(C(=O)C3=CC=CC=C3C(=O)NC(C)C3=CC=C(C)C=C3)CC2)C=N1,True
COC(=O)[C@@H](NC1=NC=C(OC)C(N(C)CC2=NC=CC=N2)=N1)C1=CC=C(F)C=C1,True
CC(COC1=CC=CC=C1)NC1=C2SCCC2=NC(NC2=CC=C(F)C=C2S(C)(=O)=O)=N1,True
CN1CCC(N2CCN(C(=O)[C@]3(C)CCCN3C3=CC=NC(C(=O)NC(C)(C)C)=C3)CC2)CC1,True
FC1=CC=C(SCC2=CC=C(NC3=NC=NC(NCC4=CC=C(COC5=CC=CC=C5)C=C4)=C3)C=C2)C=C1,True
CN1N=CC2=C(NCC3=CC=C(N4C=CN=C4)C=C3)N=C(NC3=CC=C(CN4C=CN=C4)C=C3)N=C21,True
CC1=CC2=C(N(C)C3CCCC3)N=C(NC3=CC=C(OC(C)C)C=C3F)N=C2C=C1,True
C=CCC1=C(NCC2=CC=C(C(=O)OC(C)(C)C)C=C2)N=CN=C1N(C)CC(=O)OCC1=CC=CC=C1,True
CC(=O)OC1=CC=C(NC2=NC=C(F)C(N(C)CC3=NN(C)C=C3)=N2)C=C1,True
CC1=NN(CC(C)NC2=NC(NCCC3=CC=CS3)=C3C=CC=C(C)C3=N2)C(C)=C1,True
C=CCCN(C)C1=C2N=C(C)N(C(C)C)C2=NC(NCC2=NC(C(C)C)=CS2)=N1,True
COC(=O)C(CC1=CC=CC(OC)=C1)NC1=NC(N(CC2=CC(OC)=C(OC)C=C2OC)C(C)C)=NC2=CC(Br)=C(Cl)C=C12,True
COC(=O)C1=CN=C(N2C3=CC=CC=C3C[C@@H]2C(=O)N2CCC(CC(C)C)C2)N=C1C(F)(F)F,False
ClC1=CC2=C(NCCN3C=NC4=CC=CC=C43)N=C(NC3=CC=CC=C3C3=CC=CC=C3)N=C2C=C1Br,True
CC1=C(F)C=C(NC2=NC(N(C)CCCCC3=CC=CC=C3)=C3N=CN(CC4=CC=CC=C4)C3=N2)C(Br)=C1,True
CC1=CC(N(C)C(C)C2=CC=C(F)C(F)=C2)=NC(N2[C@H](C)COC[C@H]2C)=N1,True
CC(C(=O)NC1=C2SC=CC2=NC=N1)N(C)C1=NC=NC2=C1C=NN2C(C)(C)C,True
COC1=CC(CNC(=O)C2CN(C3=NC=C(N)C(N)=N3)C3=C2C=CC=C3)=C(F)C=C1,False
COC(=O)C(C)N(CC1=CC=CC=C1)C1=NC(N(CCSC2=CC=CC=C2)C(C)C)=C2SC(C)=CC2=N1,True
CCCCCN(CCCCC)C(=O)CN(C)C1CCN(C2=NC=NC(N3CCCCC3)=C2N)CC1,True
CCOC(=O)C1=CC=CC=C1N(C)C(=O)CNC(=O)[C@@H]1CCCN1C1=NC(C(C)(C)C)=NC=C1,True
COC1=CC=C(C2=NC(NCC3=CC=NC(OC4=CC=C(F)C=C4)=C3)=NC(NC3CCC4=CC(Br)=CC=C4C3)=C2)C=C1,True
CCSCC1=CN=C(NCC2=NC=CC=C2C(=O)OC)N=C1N[C@H](CCl)C(=O)OC,True
CC1=CC=CC=C1N(CC(=O)NC1=CC(Br)=CC(C#N)=C1)C1=CC(=O)NC=C1[N+](=O)[O-],True
CC(C1=CC=CC(Cl)=C1)N(C)C1=NC(NCC2=CC=CC(OC3CCCC3)=C2)=C2C=C(Br)C=CC2=N1,True
COC1=CC=C(CN(C2=NC=C(C)C(N(CC3=CC=CC([N+](=O)[O-])=C3)C3CCCC4=CC=CC=C43)=N2)C(C)C)C2=CC=CC=C12,True
CCOC(=O)C=C(C)N(C)C1=NC(NCCOCCC(=O)OC(C)(C)C)=C2C=C(Br)C=CC2=N1,True
COC1=CC=C(C2=NC(NC3=CC(F)=CC4=C3COC4=O)=NC(NC(C3=CC=C(C)C=C3)C3=CC=CS3)=C2)C=C1,True
CC1=CC2=C(NC(C)C3=CC=C([N+](=O)[O-])C=C3)N=C(NC3CCC4=CC=CC=C4C3)N=C2S1,True
CCOCC1=CN=C(NCC2=CC(OC)=CC=N2)N=C1N(C)CCC1=CC=CC=C1Cl,True
CCCN(CC1=CC=CC=C1Br)C1=C(F)C(NC2=CC(F)=CC=C2OCC)=NC(C)=N1,True
CC1=CC(CN(CC2=CC=CS2)C2=NC=C(C(F)(F)F)C(N(CCOC3=CC=CC=C3)C(C)C)=N2)=CC=C1,True
CC1=NN(CCNC2=NC(N(C)CC3=CC=C(Br)C=C3C)=C3C(=N2)N=CN3C)C(C)=C1,True
N#CC1=C2N=C(N3CCCCCC3C3=CC=CO3)C=C(NCCC3=CC(Cl)=CC=C3Cl)N2N=C1,True
COC(=O)C1=CC=CN=C1N1C[C@@H](C(=O)NC2=C(C(N)=O)C=NN2C)[C@H](C2=CC=C(C)C=C2)C1,True
CCOCC1=CN=C(NC2=CC(F)=CC3=C2COC3=O)N=C1NC(C1=CC=CC=C1)C1=CC=CC(Br)=C1,True
COCC(C)N(CC1=CC=C(OC)C=C1)C1=NC(NCCC2=NC(C3=CC=C(Cl)C=C3)=NO2)=C2C=C(C)SC2=N1,True
CCOC1=CC=C([C@H](C)NC2=CC(N(C)C(CC)CC)=NC3=CC(C)=NN23)C=C1,True
FC1=CC=CC=C1CN(C1=NC(NC2CC=C(C3=CC=CC=C3)CC2)=C2C=CC=NC2=N1)C1CC2=CC=CC=C2C1,True
CCC[C@@H](NC1=CC(N(CC)CCC2=CCCCC2)=NC(C(F)(F)F)=N1)C1=CC=C(C)C=C1,True
CC1=CC=C(C2=CC=CC=C2)C=C1NC1=NC(NCC2=C(F)C=C(Br)C=C2F)=C2SC3=CC=CC=C3C2=N1,True
COC(=O)C1=CC=C(OC2=CC=C3OCOC3=C2)C(NC2=NC(NCC3=CC=C(Br)C4=CC=CC=C34)=C3C=CC(F)=C(C)C3=N2)=C1,True
CCCC(NC1=NC(NC2=CC=C(OC3=CC=CC(C)=C3)C=C2)=NC2=CC([N+](=O)[O-])=CC=C12)C1=CC=CN=C1,True
CCCOC1=CC=C(CCNC2=NC(NC3=CC=CC=C3C3=CC=C(OCC4=CC=CC=C4)C=C3)=NC3=CC=C(F)C=C23)C=C1OC,True
COC1=CC=C(OC)C(C(C)NC2=NC(NC(C3=CC=CC=C3)C3=CC=CN=C3)=C3OC=CC3=N2)=C1,True
CN(CC1=CC=CC=C1OC1=CC=C(Br)C=C1F)C1=NC(NCC2=CC(C(F)(F)F)=CC=N2)=NC2=CC(F)=CC=C12,True
CC(NC1=NC(N[C@H](C)C2=CC=CC=C2[N+](=O)[O-])=C2C=CN=CC2=N1)C1=CC(F)=C(Cl)C=C1Cl,True
FC1=CC([C@H]2CCCN2C2=CC(NCCC3=CC=C(Cl)C(Cl)=C3)=NC(C3=CC=CC=N3)=N2)=CC=C1,True
CC1=CC=C(CN(C2=NC=C(C#N)C(NCC3=CC=C(OC4COC4)C=C3)=N2)C2CC2)O1,True
CCCCC1=CC=C(NC2=NC(NC(C)C3=NC4=CC=CC=C4N3CC)=C3N=CN(CC4=CC=CC=C4)C3=N2)C=C1,True
CCCCC1CCN(C2=NC(N(CCC(=O)OCC)CCC(=O)OCC)=C3OC=CC3=N2)CC1,True
COC1=CN=C(NC2=CC(Br)=C(C(F)(F)F)C=C2I)N=C1N(C)C(C)C1=CC(F)=CC=C1F,True
CCCN(CC1=CC=CC=N1)C1=NC(NCC2=CSC(CC)=N2)=C2COCC2=N1,True
CC1=CN=C2C=CC(N3CC(C(=O)N(CCN(C)C)CC4=CC=CC=C4)CCC3C)=NN12,True
CC(C)(C)OC(=O)N[C@H]1CCCN(C(=O)C2CSCN2C2=CC(C(=O)NC3CC3)=CC=N2)C1,True
FC(F)(F)C1=CN=C(OC2=C(Cl)C=C(NC3=NC(NC4=NN=C(C5=CC=CC=C5)CS4)=C4C=CN=CC4=N3)C=C2Cl)C(Cl)=C1,True
CC(C)N1N=CC2=C(N3C4CCCC3CC4)N=C(N3CC4=CN=CN=C4C3)N=C21,True
CC1=C(C)C(NCC2=CC=CC3=C2SC=C3)=NC(N2CCN3N=C(C(F)(F)F)N=C3C2)=N1,True
COC(=O)C1=CC(Br)=C(C)C(NC2=NC(N(CCC3=CC=CC(F)=C3)C3CC3)=C3C=CN=CC3=N2)=C1,True
COC(=O)COC1=CC=C(CCNC2=NC(NCC3=C(F)C=C(F)C=C3F)=CC(OC)=N2)C=C1,True
CC1=CC=C(S(=O)(=O)N2C=CC3=C2C=CC=C3CNC2=CC(CC3=CC=CC=C3)=NC(NC3=CC=C(C4=CSN=N4)C=C3)=N2)C=C1,True
CCC1CN(C(=O)CCN(C2=CC=CC=C2)C2=NC=CC(C(F)(F)F)=C2)C1,True
COC[C@H]1CCCN1C1=C2C=CN(C)C2=NC(N[C@H]2CCSC2=O)=N1,True
CC(C)CN(C1=NC(C(=O)NC2=CC=C(S(C)(=O)=O)C(F)=C2)=CS1)C1=C2NC=NC2=NC=N1,True
COC1=CC=CC2=NC(NC3=CC=CC(OCC4=CC=C(F)C=C4)=C3)=NC(N3CCCC3C3=CC=CC4=CC=CC=C34)=C12,True
COCCN(CC1=CC=CN=C1)C1=NC=CC(NCC2=C(F)C=C(Cl)C=C2F)=N1,True
CCN(CC1=CC=CC(OC)=C1OC)C1=NC(NCC2=CC(OC)=C(OC)C=C2F)=C2C=CC=C(F)C2=N1,True
CCCN(CC1=CC=CC=C1)C1=NC(N(CC(=O)OCC)CC2=CC=CC=C2)=NC2=CC=CN=C12,True
COC1=CC=C(CN(C)C2=NC3=C(C#N)C=NN3C(N(C)CC3=NC4=CC=CC=C4O3)=C2)C2=CC=CC=C12,True
COC1=CC2=CC(C)=C(N3CCC(=CC(=O)N4CC5(CCOCC5)C4)CC3)N=C2C=C1,True
N#CC1=C2N=C(NC3=CC=C(Cl)C=C3OCC(F)(F)F)C=C(NC3=CC(C(F)(F)F)=C(F)C=C3Br)N2N=C1,True
COC(=O)C1=C(Cl)C=C(Cl)C(NC2=NC3=CC(C)=NN3C(NCCCC3=NN=C4C=CC=CN34)=C2)=C1,True
CCN(CCOC)C1=C2C(F)=CC=CC2=NC(NC2=CC=CC(Br)=C2Cl)=N1,True
CC1(C)COCN1C(=O)[C@H]1C[C@@H](O)CN1C1=C([N+](=O)[O-])C=NC2=CC=CC=C12,True
O=[N+]([O-])C1=CC2=NC(NC3=CC=CC(Cl)=C3OC3=CC=CN=C3)=NC(NCCOC3=CC=NC=C3)=C2C=C1,True
COC1=C(O)C(OC)=CC(CNC(=O)C2C3=C(CCN2C2=C(C(F)(F)F)C=CC(C)=N2)N=CN3)=C1,True
CCOC(=O)C(CC(F)(F)F)NC1=C2N=CN(C(C)C)C2=NC(N2CCC(C3=CC=CC=C3F)CC2)=N1,True
CCN(C)C1=NC(NCCN2N=C(C(F)(F)F)C=C2C)=C2N=CN(CC3=CC=CC=C3)C2=N1,True
COC(=O)[C@H](COCC1=CC=CC=C1)NC1=CC(C(C)C)=NC(NC2=CC=C(C3=CC(F)=CC(F)=C3)C=C2)=N1,True
COC1=NC=C(NC(=O)CN(C)C2CCN(C3=C4C=CNC4=CC=N3)CC2)C=C1Br,True
CC(C)CCN1CCN(C(=O)C2CN(C)CCN2C2=C3N=CN(C4CCCCO4)C3=NC=N2)CC1,True
COC1=CC=C(CN(C2=NC(NC3=CC=C(OC)C(OC)=C3OC)=NC3=CC(C)=CC=C23)C2CC2)C=C1,True
CCC1=CC=C(CN(CC2=CC=CC=C2OC)C2=CC(N3CCCC3)=NC3=CC=NN23)C=C1,True
CCOC1=CC=CC=C1CCCNC1=NC(N(C2CC2)C(C)C2=CC=C3OCCCOC3=C2)=C2C=CC=C(OC)C2=N1,True
COC1=CC2=C(C=C1)C(NC(=O)[C@H]1COCCN1C1=NC=NC3=C1C1=C(C=CC=C1)N3)CC(C)(C)O2,True
CCC(CC)N(CC1=CC=C(OC)C=C1OC)C1=NC(C(F)(F)F)=NC(N2CC=C(C3=NC=CC=N3)CC2)=C1,True
CCC(CO)N(CC1=CC=CC=C1)C(=O)C1=CC=C(OC2CN(C3=NC=C(NC)N=C3)C2)C=C1,True
COC1=CC(C2=CC=C(NC3=NC(NCC4=C(C(F)(F)F)OC(C)=C4)=C4C(F)=CC=CC4=N3)C=C2)=CC=C1,True
CC1=NC2=C(CCC2)C(N2C[C@@H](C(=O)N3CCN(CC(=O)N(C)C)CC3)[C@H](C3=CC=NC=C3)C2)=N1,True
CC1=CC2=C(N=CN=C2N2CC(C(=O)NCC3=CC(CC(C)C)=NO3)C2)S1,True
COC1=CC=C(CN(C2=NC(N3C4CCCC3CC4)=C3C=C(Br)C=CC3=N2)C2CC2)C(OC)=C1,True
C[C@@H]1CN(C(=O)C2=CC=C(C3CCCN3C3=NC=CC=C3[N+](=O)[O-])S2)CCO1,True
CN1C(NC(=O)[C@@H]2C[C@H](SC3=CC=CC=C3)CN2C2=NC3=CC=CC=C3N=C2N)=CC(=O)NC1=O,True
COC1=CC2=NC(NC3=CC=CC=C3OC3=CC=C(C)C=C3)=NC(N3CCC(C4=CC=CC(Br)=C4)CC3)=C2C=C1OC,True
CCOCC1=CN=C(N[C@H]2CC[C@@H](OC)CC2)N=C1N1CCC2=CC=CC=C2CC1,True
CC(C1=CC=C2OCCOC2=C1)N(C)C1=NC(N(C)C2CCC3=CC=CC=C32)=C2C=CC=NC2=N1,True
CC1=CC=C(CN(C(=O)[C@@H]2COCCN2C2=CC([N+](=O)[O-])=CC(C)=N2)C2CCCCC2)C(C)=C1,True
CCC1C(=O)NC2=CC(C(=O)NCC3CCN(C)CC3)=CC=C2N1C1=NC=NC(C(C)(C)C)=C1,True
CC(C)[C@@H](C(=O)NC1CC1(F)F)N(C)C1=CC=C(CN2C(=O)C3=C(C=CC=C3)C2=O)N=N1,True
CCN(C(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C1=NC=NC(N2C=CC=N2)=C1N)C1=CC=CC=C1,True
CCOC1=CC=C(CN(CC)C2=C3N=CN(C)C3=NC(NC(C)C3=CC=CC=C3Br)=N2)C=C1OC,True
CC1=NC(N2CCOC[C@@H]2C(=O)NCC(=O)NCCC(N)=O)=CC(C(F)(F)F)=N1,True
CCCCCCCCCNC1=C2SC(C)=CC2=NC(N[C@H](C)C2=CC=CC=N2)=N1,True
CCOC(=O)C1=C(N(C(C)C)C(C(=O)N2CCC(CO)CC2)C(C)C)N=C(C(F)(F)F)N=C1,True
CNC(=O)C1=NC(N(CC(=O)NC(C)C2=CC=C(OC)C(OC)=C2)C2=NC=CS2)=CC=C1,False
